city,zipcode,avg_house_price,number_of_schools,population,poverty_count,median_household_income,poverty_rate
Pembroke,28372,80533.45454545454,5,14022.0,3627.0,29399.0,25.866495507060332
Pendleton,27862,60918.838926174496,1,649.0,124.0,37500.0,19.106317411402156
Pikeville,27863,132573.10884353743,3,12855.0,1560.0,56724.0,12.135355892648775
Pilot Mountain,27041,136563.5062240664,4,7947.0,1439.0,41771.0,18.107461935321506
Pine Hall,27042,112473.20819112628,1,610.0,17.0,55156.0,2.7868852459016393
Pine Level,27568,129600.25367647059,1,596.0,25.0,45263.0,4.194630872483222
Pinehurst,28374,253636.3469387755,1,17190.0,443.0,82312.0,2.5770796974985455
Pinetops,27864,53062.85338345865,3,4911.0,871.0,40455.0,17.735695377723477
Pinetown,27865,96601.46946564886,2,2168.0,290.0,63917.0,13.376383763837637
Pineville,28134,154614.14285714287,2,11049.0,1201.0,57047.0,10.869761969408996
Pinnacle,27043,143748.0671641791,2,7094.0,884.0,51510.0,12.461234846349027
Pittsboro,27312,257545.30272108843,4,20368.0,1706.0,72315.0,8.375883739198743
Pleasant Garden,27313,151398.693877551,1,7134.0,645.0,61914.0,9.04121110176619
Pollocksville,28573,96032.9693877551,1,2053.0,491.0,44083.0,23.9162201656113
Poplar Branch,27965,134854.66326530612,1,693.0,147.0,41250.0,21.21212121212121
Princeton,27569,122230.73454545454,2,7942.0,1380.0,43958.0,17.375975824729288
Raeford,28376,140920.3135135135,11,44328.0,7967.0,49480.0,17.972838837754917
Raleigh,27601,195925.76530612246,6,10445.0,2737.0,36781.0,26.203925323121112
Raleigh,27603,185117.18367346938,6,53803.0,9560.0,64087.0,17.76852591862907
Raleigh,27604,153511.2006802721,6,47761.0,6634.0,58626.0,13.889993928100333
Raleigh,27605,363385.8605442177,4,5490.0,725.0,62479.0,13.20582877959927
Raleigh,27606,198711.02721088435,11,46589.0,8967.0,51959.0,19.247032561334223
Raleigh,27607,266155.0442176871,4,29536.0,2870.0,77092.0,9.716955579631637
Raleigh,27608,358955.1462585034,3,11054.0,534.0,107875.0,4.8308304686086485
Raleigh,27609,204068.28231292518,6,32870.0,3395.0,58983.0,10.328567082446
Raleigh,27610,139975.95918367346,14,78475.0,15074.0,50092.0,19.208665179993627
Raleigh,27612,225812.19727891157,5,38748.0,3218.0,76765.0,8.304944771343036
Raleigh,27613,212543.768707483,5,42933.0,1760.0,96185.0,4.0994107097104795
Raleigh,27614,210067.18707482994,10,33287.0,1239.0,106469.0,3.7221738216120412
Raleigh,27615,202863.5136054422,8,43461.0,2412.0,82214.0,5.549803271898944
Raleigh,27616,157227.7857142857,7,53364.0,6027.0,68084.0,11.29413087474702
Raleigh,27617,223916.3242320819,1,18856.0,1178.0,83309.0,6.247348324140857
Ramseur,27316,99802.01052631579,4,7157.0,1765.0,39570.0,24.661170881654325
Randleman,27317,130986.90136054422,4,16640.0,2666.0,43754.0,16.021634615384617
Red Oak,27809,89932.91666666667,4,5083.0,932.0,47940.0,18.335628565807593
Red Springs,28377,55080.87548638132,4,12933.0,4682.0,28176.0,36.20196396814351
Reidsville,27320,125919.19727891157,13,38634.0,6678.0,41771.0,17.285292747321012
Rennert,28386,61879.560784313726,1,5997.0,2230.0,31092.0,37.185259296314825
Richfield,28137,124572.63605442178,1,3248.0,189.0,52167.0,5.818965517241379
Richlands,28574,143648.13725490196,4,18116.0,2502.0,49267.0,13.810995804813425
Roanoke Rapids,27870,71340.3231292517,7,25792.0,6125.0,36287.0,23.74767369727047
Roaring River,28669,80986.14509803921,1,2663.0,264.0,41250.0,9.913631242959069
Robbins,27325,98714.51162790698,3,6767.0,1391.0,43333.0,20.55563765331757
Rockingham,28379,86512.01646090535,8,24403.0,5713.0,36806.0,23.41105601770274
Rockwell,28138,138127.15646258503,2,9912.0,1051.0,50331.0,10.603309120258272
Rocky Mount,27801,52739.62925170068,6,19737.0,5538.0,32346.0,28.058975528195774
Rocky Mount,27803,99638.33217993079,3,18791.0,2851.0,47843.0,15.172156883614496
Rocky Mount,27804,120160.73333333334,9,29938.0,3631.0,51385.0,12.128398690627296
Rocky Point,28457,171127.25945945946,4,10303.0,2112.0,48843.0,20.49888382024653
Rodanthe,27982,303913.2931726908,1,54.0,10.0,-666666666.0,18.51851851851852
Rolesville,27571,187283.78231292518,4,6664.0,210.0,112425.0,3.1512605042016806
Ronda,28670,80271.6836734694,3,3590.0,269.0,50774.0,7.493036211699164
Rowland,28383,54498.30303030303,4,8854.0,2536.0,33952.0,28.64242150440479
Roxboro,27573,99986.46258503401,5,11158.0,3113.0,32726.0,27.89926510127263
Roxboro,27574,144217.40136054423,4,14489.0,2129.0,50483.0,14.69390572158189
Ruffin,27326,101460.43554006968,1,2872.0,499.0,49053.0,17.37465181058496
Rural Hall,27045,123260.0068027211,1,9374.0,975.0,53932.0,10.401109451674845
Rutherfordton,28139,116586.10884353741,4,20900.0,2510.0,45053.0,12.009569377990431
Saint Pauls,28384,67853.71484375,3,11199.0,2468.0,32744.0,22.037681935887132
Salisbury,28144,115449.35294117648,4,25158.0,4766.0,43136.0,18.94427219969791
Salisbury,28146,153681.8,7,27496.0,4264.0,51806.0,15.50771021239453
Salisbury,28147,159839.09523809524,4,24878.0,4395.0,49048.0,17.666211110217862
Sandy Ridge,27046,111883.78231292516,1,1922.0,242.0,38589.0,12.59105098855359
Sanford,27330,119138.34353741497,13,39279.0,6191.0,48744.0,15.761602892130655
Sanford,27332,129956.1156462585,4,31629.0,4352.0,57649.0,13.759524487021405
Scotland Neck,27874,48398.684426229505,2,3766.0,915.0,36023.0,24.2963356346256
Seagrove,27341,85989.6156462585,2,5263.0,471.0,44789.0,8.949268478054341
Selma,27576,116159.5955882353,2,18104.0,4918.0,38676.0,27.165267344233317
Semora,27343,297236.6304347826,1,1579.0,290.0,64244.0,18.36605446485117
Seven Lakes,27376,204315.08673469388,3,8998.0,811.0,63278.0,9.013114025338965
Seven Springs,28578,94539.4387755102,1,6858.0,1926.0,44288.0,28.083989501312335
Shallotte,28470,176600.15942028986,2,12089.0,2359.0,39636.0,19.513607411696583
Shawboro,27973,173825.3775510204,1,1143.0,146.0,41736.0,12.773403324584425
Shelby,28150,109365.6462585034,8,27581.0,6350.0,38328.0,23.023095609296256
Shelby,28152,112468.96598639456,10,25348.0,5132.0,41492.0,20.24617326810794
Sherrills Ford,28673,245218.32993197278,1,6307.0,275.0,78479.0,4.360234659901697
Siler City,27344,117643.59352517985,7,18798.0,3720.0,42680.0,19.78933929141398
Sims,27880,156309.94358974358,1,3242.0,589.0,65768.0,18.167797655768045
Smithfield,27577,128001.2205882353,8,25330.0,4465.0,46508.0,17.627319384129493
Smyrna,28579,152082.55782312926,1,554.0,129.0,46964.0,23.28519855595668
Snow Camp,27349,148832.54022988505,1,5500.0,436.0,52547.0,7.927272727272728
Sophia,27350,131679.5298245614,1,6021.0,569.0,44147.0,9.450257432320212
Southern Pines,28387,221608.8418367347,3,15526.0,2017.0,60617.0,12.991111683627462
Spencer,28159,96788.57647058823,3,2908.0,698.0,38125.0,24.002751031636862
Spindale,28160,63400.336734693876,2,3586.0,433.0,36199.0,12.07473508087005
Spring Hope,27882,108830.25543478261,2,7637.0,1827.0,42587.0,23.92300641613199
Spring Lake,28390,93309.22789115646,8,23790.0,4763.0,46600.0,20.02101723413199
Stallings,28104,178904.80272108843,5,31085.0,1349.0,104745.0,4.339713688274087
Stanfield,28163,166195.58163265305,1,5469.0,416.0,64559.0,7.606509416712378
Stanley,28164,148543.11895910781,3,15099.0,1140.0,56762.0,7.550168885356647
Stantonsburg,27883,88320.95108695653,2,2970.0,592.0,44561.0,19.93265993265993
State Road,28676,120973.93884892086,2,4028.0,492.0,52543.0,12.21449851042701
Statesville,28625,138312.02222222224,6,39518.0,4945.0,50216.0,12.513285085277595
Statesville,28677,122795.77695167286,15,34545.0,6196.0,45191.0,17.936025474019395
Stedman,28391,122530.01700680272,2,5984.0,1268.0,52762.0,21.18983957219251
Stem,27581,134641.4693877551,1,4832.0,112.0,63667.0,2.3178807947019866
Stokes,27884,101684.97311827957,1,1301.0,0.0,60147.0,0.0
Stokesdale,27357,167666.72108843538,1,8652.0,1195.0,61101.0,13.811835413777162
Stoneville,27048,124207.79238754325,1,8059.0,1432.0,53154.0,17.768953964511727
Stony Point,28678,161406.6436781609,1,6577.0,650.0,48083.0,9.882925345902386
Stovall,27582,47641.17391304348,1,447.0,110.0,-666666666.0,24.60850111856823
Sugar Grove,28679,191958.95918367346,2,1740.0,202.0,46250.0,11.609195402298852
Summerfield,27358,205177.70408163266,2,15184.0,765.0,90909.0,5.038198103266597
Sunbury,27979,100088.06077348067,1,1547.0,53.0,59688.0,3.4259857789269557
Surf City,28445,266659.8756756757,3,7278.0,910.0,59766.0,12.503435009618027
Swannanoa,28778,178419.91078066913,4,9939.0,1562.0,46265.0,15.71586678740316
Swansboro,28584,191618.16666666666,5,12265.0,1620.0,59102.0,13.208316347329802
Sylva,28779,182351.69565217392,5,18141.0,2513.0,53582.0,13.852599084945702
Tarboro,27886,65345.04081632653,10,20450.0,4240.0,35959.0,20.733496332518335
Taylorsville,28681,137122.58333333334,7,25636.0,3254.0,45788.0,12.693087845217663
Thomasville,27360,113008.21428571429,12,45603.0,7386.0,43661.0,16.19630287481087
Timberlake,27583,168512.07142857142,1,7020.0,505.0,58274.0,7.193732193732194
Tobaccoville,27050,125994.05442176871,1,3995.0,343.0,54167.0,8.585732165206508
Traphill,28685,88433.90476190476,1,1979.0,548.0,37813.0,27.690752905507832
Trenton,28585,82897.48314606742,3,3674.0,1190.0,31600.0,32.38976592270005
Trinity,27370,132061.78231292518,7,15678.0,1714.0,51748.0,10.932516902666157
Troutman,28166,158912.79553903345,3,9394.0,1050.0,61406.0,11.177347242921014
Union Grove,28689,201544.73720136518,1,2071.0,346.0,61000.0,16.706904876871075
Valdese,28690,149208.54545454544,3,9125.0,1549.0,41875.0,16.975342465753425
Vale,28168,137285.37089201878,3,10056.0,1173.0,47888.0,11.664677804295941
Vanceboro,28586,91736.74149659864,2,7259.0,1615.0,35500.0,22.24824355971897
Vass,28394,188840.76020408163,2,5303.0,1113.0,47018.0,20.988119932113896
Vilas,28692,201330.87414965985,1,3941.0,409.0,56361.0,10.378076630296878
Wade,28395,118117.60884353741,1,2466.0,216.0,54656.0,8.75912408759124
Wagram,28396,75987.34013605442,1,2620.0,711.0,44901.0,27.137404580152673
Wake Forest,27587,204092.64965986394,11,66583.0,3624.0,92878.0,5.442830752594506
Walkertown,27051,122678.83673469388,4,7678.0,824.0,47940.0,10.731961448293827
Walnut Cove,27052,119756.27210884354,5,9906.0,1724.0,39460.0,17.403593781546537
Washington,27889,114628.86054421769,7,26576.0,5692.0,40740.0,21.41782059000602
Waxhaw,28173,186420.77037037036,12,56910.0,2124.0,116043.0,3.732208750658935
Waynesville,28785,250860.7243243243,1,7811.0,890.0,58551.0,11.394187684035336
Waynesville,28786,208195.25268817204,6,20821.0,2754.0,48486.0,13.227030401997983
Weaverville,28787,224048.28231292518,6,21314.0,2495.0,53258.0,11.705920990898
Weldon,27890,39490.92608695652,3,2778.0,1230.0,28264.0,44.27645788336933
Wendell,27591,148939.47959183675,10,21098.0,2106.0,62651.0,9.981988814105602
Whispering Pines,28327,183980.69897959183,4,16192.0,2051.0,53080.0,12.666749011857709
Whitakers,27891,74342.1043956044,1,5356.0,1229.0,42656.0,22.9462285287528
Whittier,28789,189530.15675675677,1,5281.0,750.0,40708.0,14.201855709145994
Wilkesboro,28697,136654.10884353743,4,13638.0,2148.0,46769.0,15.750109986801583
Willow Spring,27592,157528.36458333334,2,15588.0,1451.0,67820.0,9.308442391583268
Wilmington,28401,132993.2213438735,9,24279.0,7487.0,33309.0,30.83734914947074
Wilmington,28403,184401.27559055117,8,40919.0,10576.0,37235.0,25.846183924338327
Wilmington,28405,167826.28346456692,9,32330.0,5569.0,54544.0,17.225487163625118
Wilmington,28409,216251.05118110238,4,34180.0,2938.0,78761.0,8.595669982445875
Wilmington,28411,201359.7658730159,2,37995.0,3639.0,72045.0,9.57757599684169
Wilmington,28412,189725.58267716537,9,38213.0,6231.0,52306.0,16.305969172794597
Wilson,27813,77289.53804347826,1,825.0,220.0,35625.0,26.666666666666668
Wilson,27893,86544.39784946236,18,39372.0,11414.0,34210.0,28.99014528091029
Wilson,27896,148771.89743589744,2,20681.0,1860.0,63792.0,8.993762390600066
Wingate,28174,135932.01115241635,2,9284.0,1729.0,48936.0,18.623438173201208
Winnabow,28479,187110.1923076923,1,6274.0,634.0,59175.0,10.105196047178833
Winston-Salem,27040,144204.4149659864,2,11803.0,1176.0,73442.0,9.963568584258239
Winston-Salem,27101,98002.48299319728,10,19681.0,5935.0,31805.0,30.155988008739392
Winston-Salem,27103,135946.81292517006,4,34993.0,5856.0,49623.0,16.73477552653388
Winston-Salem,27104,161377.27551020408,6,27892.0,2509.0,64579.0,8.995410870500502
Winston-Salem,27105,88854.8469387755,13,40530.0,11089.0,33937.0,27.359980261534666
Winston-Salem,27106,140838.1462585034,13,48351.0,8233.0,49947.0,17.02756923331472
Winston-Salem,27107,118242.42176870749,7,47610.0,12051.0,42787.0,25.311909262759926
Winston-Salem,27127,122393.30952380953,9,39902.0,7308.0,48262.0,18.31487143501579
Winterville,28590,148498.77157360406,5,24613.0,2747.0,65594.0,11.160768699467761
Woodleaf,27054,151278.84705882354,1,2388.0,161.0,70101.0,6.742043551088778
Wrightsville Beach,28480,867084.6547619047,1,2536.0,216.0,83417.0,8.517350157728707
Yadkinville,27055,122836.27272727272,4,14131.0,1855.0,44574.0,13.127167221003466
Youngsville,27596,165427.65529010238,3,18359.0,1624.0,70535.0,8.845797701399858
Zebulon,27597,147983.47959183675,5,23538.0,2995.0,58514.0,12.724105701418983
Zionville,28698,174710.97959183675,1,2247.0,511.0,42609.0,22.741433021806852
